Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR272319,2013-05-15 07:25:15,2013-05-15 07:25:15,211630,221704668,0,1047,509,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272319/ERR272319.sra,ERX246595,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,44EF3F1CE2E990265561B4F49431DF07,935D7CFCB1D4DD992949B65C173FAF04
ERR272320,2013-05-15 07:25:15,2013-05-15 07:25:15,207913,217345836,0,1045,498,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272320/ERR272320.sra,ERX246596,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,6277CF0D29CF3FD59D18EFA2F83F933D,49CBDEE29E4AE3A05D062319D34E136E
ERR272321,2013-05-15 07:25:15,2013-05-15 07:25:15,195183,206907147,0,1060,469,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272321/ERR272321.sra,ERX246597,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,49E7A673116C7E17289B7D22918C0006,36B38621A165C7577B63496C4F4F5C66
ERR272322,2013-05-15 07:25:15,2013-05-15 07:25:15,125593,132086030,0,1051,301,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272322/ERR272322.sra,ERX246598,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,6FB109EC377B58E7B3235DC34EDB7348,294675F498573D7C8DBDC81C530A8068
ERR244166,2013-10-09 00:08:37,2013-10-09 00:08:37,2630393,4379049763,0,1664,3008,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244166/ERR244166.sra,ERX218700,PacBio_13kb_90min,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201591,,public,1D102E80EA45514A9441764745A9520A,808217D39EFC6A3FE0E7F02BE418E8F2
ERR244165,2013-10-09 00:08:37,2013-10-09 00:08:37,452016,942487370,0,2085,665,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244165/ERR244165.sra,ERX218699,PacBio_7.5kb_90min,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201591,,public,7634136559AD31D5F94ABBAF6FD3BB2A,1BD08D282DA2B065005AFD199A504F2A
ERR244164,2013-10-09 00:08:37,2013-10-09 00:08:37,1093833,1441695394,0,1318,961,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244164/ERR244164.sra,ERX218698,PacBio_7.5kb_45min,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201591,,public,4D6614C46EE6BEBAD1D773972D87F9B7,59D18CB325467FC32B9DDC2D88493727
ERR244163,2013-03-27 04:23:36,2013-03-27 04:23:36,29124820,4368723000,29124820,150,2197,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244163/ERR244163.sra,ERX218697,BudgieTUFT,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina Genome Analyzer IIx,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,CCF08C29A8E1FE6B8AE7999567F47B0B,176780144C2E327AD03CA12D5F7B31FA
ERR244162,2013-03-27 04:23:36,2013-03-27 04:23:36,36497835,5474675250,36497835,150,2973,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244162/ERR244162.sra,ERX218696,BudgieTUFT,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina Genome Analyzer IIx,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,0D3311011E2BCA869A1D73F9B6346C1D,028DDB6192E91A3AABD74F7D2C72DA65
ERR244161,2013-03-27 04:23:36,2013-03-27 04:23:36,25197436,3830010272,25197436,152,2006,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244161/ERR244161.sra,ERX218695,BudgieILL,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina Genome Analyzer IIx,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,49EDA0CBF5DF8E62A73B55B70FDD0AFD,D150D073FB8C30D880E08FB615D6999C
ERR244160,2013-03-27 04:23:36,2013-03-27 04:23:36,25955702,3945266704,25955702,152,2007,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244160/ERR244160.sra,ERX218694,BudgieILL,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina Genome Analyzer IIx,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,7BC1DE7B6C8669946CCDDD15D961AF0F,D0D0E5560EBF8C65D24333C2B6A767FA
ERR244159,2013-03-27 04:23:36,2013-03-27 04:23:36,12041637,1830328824,12041637,152,1117,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244159/ERR244159.sra,ERX218693,BudgieILL,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina Genome Analyzer IIx,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,349A2AC4DAB1C2D43AB9FCC13A28F08F,AFA195696D51C32F0B0F453DE3BC54B4
ERR244158,2013-03-27 04:23:36,2013-03-27 04:23:36,53027081,10711470362,53027081,202,4862,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244158/ERR244158.sra,ERX218692,BudgieILL,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,4C64AA649F4B27B38FB20DBDBDE6C68D,FF15C7FFA3007093AF0F3E8897F493AF
ERR244157,2013-03-27 04:23:36,2013-03-27 04:23:36,123059385,24857995770,123059385,202,12981,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244157/ERR244157.sra,ERX218691,BudgieILL,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,1F2ABBFEF0146ED232212AF9498A3571,F52821CD52926366E99C1CFC2018DEDE
ERR244156,2013-03-27 04:23:36,2013-03-27 04:23:36,173978369,35143630538,173978369,202,20119,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244156/ERR244156.sra,ERX218690,BudgieILL,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,EB1877BC51F012A1775D1CC875335AA3,5280CFFD6A30322313DA497ABF4A48E1
ERR244155,2013-03-27 04:23:36,2013-03-27 04:23:36,87489651,15748137180,87489651,180,9022,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244155/ERR244155.sra,ERX218689,PARprgDABDVAAPEI-6,WGS,RANDOM,GENOMIC,PAIRED,40000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,02AF69ADCBBA61A5E40E55EC7A94979B,96506745119672A4509DFADA5FFE73C5
ERR244154,2013-03-27 04:23:36,2013-03-27 04:23:36,89722180,16149992400,89722180,180,8452,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244154/ERR244154.sra,ERX218688,PARprgDAPDUAAPEI-12,WGS,RANDOM,GENOMIC,PAIRED,20000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,460D2F4F8ADB525F345BD1464EC7F8D4,D88D9C2E242F0D7CE62D0BA1CD204A48
ERR244153,2013-03-27 04:23:36,2013-03-27 04:23:36,94282287,16970811660,94282287,180,10055,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244153/ERR244153.sra,ERX218687,PARprgDAADTAAPE,WGS,RANDOM,GENOMIC,PAIRED,10000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,7303231CC9886DAF5B0E6EF43BF71768,8FA0475D6B35FF13E683759CC66A3935
ERR244152,2013-03-27 04:23:36,2013-03-27 04:23:36,103807127,18685282860,103807127,180,11154,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244152/ERR244152.sra,ERX218686,PARprgDABDLAAPE,WGS,RANDOM,GENOMIC,PAIRED,5000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,58AF8F1AC77955EDFDE6956002AA0D8E,9DF0829179F3D972BF60D3AD8278C27C
ERR244151,2013-03-27 04:23:36,2013-03-27 04:23:36,90433292,16277992560,90433292,180,9995,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244151/ERR244151.sra,ERX218685,PARprgDABDLBAPE,WGS,RANDOM,GENOMIC,PAIRED,5000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,BF3C49EA607586D80458EEB6634EC11C,6CD854C66CC673D3BCAE65468A1575E0
ERR244150,2013-03-27 04:23:36,2013-03-27 04:23:36,87911651,15824097180,87911651,180,8508,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244150/ERR244150.sra,ERX218684,PARprgDAPDWBAPE,WGS,RANDOM,GENOMIC,PAIRED,2000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,0936B861A83F4BFC778CA67588E06B75,1EA3A6AF9E24A3C98BB960AD57A6F1F7
ERR244149,2013-03-27 04:23:36,2013-03-27 04:23:36,92087456,16575742080,92087456,180,9988,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244149/ERR244149.sra,ERX218683,PARprgDAPDWBAPE,WGS,RANDOM,GENOMIC,PAIRED,2000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,B4AE75B668C985D66945BAB1F479EBE3,8BB9F459FE0753B553D3B0950C34A4D2
ERR244148,2013-03-27 04:23:36,2013-03-27 04:23:36,84709856,15247774080,84709856,180,8239,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244148/ERR244148.sra,ERX218682,PARprgDAPDWAAPE,WGS,RANDOM,GENOMIC,PAIRED,2000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,442B2A9447F6156C9AF1A88D5F1029CA,F4A912E36B50495DCCDEF6100D1B772F
ERR244147,2013-03-27 04:23:36,2013-03-27 04:23:36,143778566,43133569800,143778566,300,31368,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244147/ERR244147.sra,ERX218681,PARprgDAPDMAAPE,WGS,RANDOM,GENOMIC,PAIRED,800,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,ED2AB62E3AB70732893AE1DCAAAD3F5A,AE4F05B0D21626EF5862E89D293F62FD
ERR244146,2013-03-27 04:23:36,2013-03-27 04:23:36,157482930,47244879000,157482930,300,33468,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244146/ERR244146.sra,ERX218680,PARprgDAPDIAAPE,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,BC9BFA106CBDF96D39E2B2169DF7CD07,8601CDA5B01185B2BE007473D5120CEB
ERR272323,2013-05-15 07:25:15,2013-05-15 07:25:15,126614,131630648,0,1039,304,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272323/ERR272323.sra,ERX246599,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,68D47EB0FE60C2B60EDC6865C4302A07,079F998F2CB65C85D4B1F06B3E29F6A7
